Name,SMILES,Total Molweight,cLogP,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Rotatable Bonds,Geroprotectors,Leadlikeness
"7-hydroxy-3,3a,5,8a,9a-pentamethyl-2H,3H,3aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one",O=C1OC2(C)CC3(C(=CC2(C)C1C)C(C)CC(O)C3)C,278.39,2.437,3.0,1.0,203.12,0.17792,0.0,1,True
"[4Ar-(4Aalpha,5Alpha,6Beta,8Abeta)]-4A,5,6,7,8,8A-Hexahydro-5-Hydroxy-6-(1-Hydroxy-1-Methylethyl)-4,8A-Dimethyl-2(1H)-Naphthalenone",O=C1C=C(C)C2C(O)C(CCC2(C)C1)C(O)(C)C,252.353,1.9997,3.0,2.0,190.3,0.2062,1.0,1,True
"4-hydroxy-3,5,6-trimethyl-2H-pyran-2-one",O=C1OC(=C(C(O)=C1C)C)C,154.164,0.8286,3.0,1.0,116.72,0.30963,0.0,1,True
3-(methoxymethylidene)pyrrolidine-2-thione,S=C1NCCC1=COC,143.209,-0.2609,2.0,1.0,118.66,0.41682,1.0,1,True
"3-methyl-1,3-oxazolidine-2-thione",S=C1OCCN1C,117.172,0.2074,2.0,0.0,92.79,0.44779,0.0,1,True
"Benzene-1,4-Diamine",NC1=CC=C(N)C=C1,108.144,0.305,2.0,2.0,90.3,0.33821,0.0,1,True
3-acetylbenzamide,O=C(N)C1=CC=CC(=C1)C(=O)C,163.175,0.6181,3.0,1.0,129.54,0.31921,2.0,1,True
phenylboronic acid,OB(O)C=1C=CC=CC1,121.931,1.383,2.0,2.0,100.56,0.26054,1.0,1,True
"5-(hydroxymethyl)-4-methyl-2,5-dihydrofuran-2-one",O=C1OC(C(=C1)C)CO,128.127,-0.4574,3.0,1.0,97.33,0.37131,1.0,1,True
1H-pyrazol-3-amine,N=1NC=CC1N,83.0937,-0.7727,3.0,2.0,70.11,0.57381,0.0,1,True
"1,3,3',5',6',8-hexamethyl-5-oxaspiro[bicyclo[2.2.2]octane-2,2'-oxan]-4'-ol",OC1C(C)C(OC2(C1C)C(C)C3OCC2(C)CC3C)C,282.422,2.2616,3.0,1.0,208.75,0.15856,0.0,1,True
"7-(2-hydroxypropan-2-yl)-1,4-dimethyl-decahydroazulene-3a,8a-diol",OC(C)(C)C1CCC(C)C2(O)CCC(C)C2(O)C1,256.384,1.9557,3.0,3.0,192.12,0.20456,1.0,1,True
"2,4-dihydroxybenzoyl chloride",O=C(Cl)C1=CC=C(O)C=C1O,172.567,0.8914,3.0,2.0,119.13,0.32939,1.0,1,True
"7,8-dihydroxy-4,4a-dimethyl-6-(prop-1-en-2-yl)-decahydronaphthalen-2-one",O=C1CC(C)C2(C)CC(C(=C)C)C(O)C(O)C2C1,252.353,2.3142,3.0,2.0,190.67,0.2058,1.0,1,True
Dichomitin B,OCC1(C)C2CCC(O)(C)C3C(O)CC(C)C3C21,254.368,1.422,3.0,3.0,179.69,0.21871,1.0,1,True
"2-(hydroxymethyl)-4-methyl-1H,6H,7H,8H-cyclopenta[g]indol-8-one",O=C1C2=C3NC(=CC3=C(C=C2CC1)C)CO,215.251,1.7636,3.0,2.0,161.57,0.24838,1.0,1,True
"3-(hydroxymethyl)benzene-1,2-diol",OC1=CC=CC(=C1O)CO,140.138,0.3709,3.0,3.0,106.07,0.37051,1.0,1,True
4-aminohex-5-enoic acid,O=C(O)CCC(N)C=C,129.158,-1.8134,3.0,2.0,110.68,0.37414,4.0,1,True
Entadamide A,O=C(C=CSC)NCCO,161.224,-0.5537,3.0,2.0,132.83,0.41474,4.0,1,True
2-(methylamino)benzamide,O=C(N)C=1C=CC=CC1NC,150.18,0.3939,3.0,2.0,123.25,0.32268,2.0,1,True
Hypotaurine,O=S(O)CCN,109.149,-2.5046,3.0,2.0,78.61,0.64992,2.0,1,True
"3a-hydroxy-2,3,3a,4,7,7a-hexahydro-1-benzofuran-2-one",O=C1OC2CC=CCC2(O)C1,154.164,-0.1342,3.0,1.0,111.29,0.32474,0.0,1,True
N-(5-hydroxy-9H-fluoren-2-yl)formamide,O=CNC=1C=CC2=C(C1)CC=3C=CC=C(O)C23,225.246,2.6651,3.0,2.0,170.63,0.22036,1.0,1,True
2-amino-4-methylhex-5-ynoic acid,O=C(O)C(N)CC(C#C)C,141.169,-2.2431,3.0,2.0,120.95,0.34237,3.0,1,True
11-Hydroxylycodine,OC1CCNC23C4=CC=CN=C4CC(CC(C)C2)C13,258.364,1.8008,3.0,2.0,190.8,0.18622,0.0,1,True
Flammuspirone C,O=C1C(=CC2(C1)C(O)C(CCC2C)C(O)(C)C)C,252.353,1.9997,3.0,2.0,190.3,0.2062,1.0,1,True
"2-(hydroxymethyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(=C1)CO,138.122,-0.4021,3.0,1.0,106.82,0.36679,1.0,1,True
Erinapyrone B,O=C1C=C(OC(CO)C1)C,142.153,-0.0208,3.0,1.0,111.09,0.32532,1.0,1,True
2-amino-2-(cyclohex-3-en-1-yl)acetic acid,O=C(O)C(N)C1CC=CCC1,155.196,-1.9224,3.0,2.0,125.4,0.33022,2.0,1,True
"6-(hydroxymethyl)-6,9a-dimethyl-1H,3H,5H,5aH,6H,7H,8H,9H,9aH,9bH-naphtho[1,2-c]furan-1-ol",OCC1(C)CCCC2(C)C3C(=CCC12)COC3O,252.353,1.9554,3.0,2.0,185.81,0.19482,1.0,1,True
"3-(2-hydroxypropan-2-yl)-6,8-dimethyltricyclo[4.4.0.0²,⁷]decane-1,2-diol",OC(C)(C)C1CCC2(C)C3C(C)CCC2(O)C13O,254.368,1.5793,3.0,3.0,175.27,0.22423,1.0,1,True
2-amino-5-chloro-4-methylpentanoic acid,O=C(O)C(N)CC(C)CCl,165.619,-1.6347,3.0,2.0,126.32,0.32782,4.0,1,True
Phenyllactic Acid,O=C(O)C(O)CC=1C=CC=CC1,166.175,0.5754,3.0,2.0,129.97,0.30192,3.0,1,True
"1,3,9-Trihydroxymuurolene",OC1C(=CC2C(CC(O)C(=C)C2(O)C1)C(C)C)C,252.353,1.8037,3.0,3.0,190.22,0.2066,1.0,1,True
"pyridine-2,6-dicarbonitrile",N#CC=1N=C(C#N)C=CC1,129.122,0.4379,3.0,0.0,115.44,0.32995,0.0,1,True
2-hydroxy-2-phenylacetamide,O=C(N)C(O)C=1C=CC=CC1,151.164,-0.3251,3.0,2.0,118.38,0.34981,2.0,1,True
Penitricin,O=C1C=C1CO,84.0738,-0.4443,2.0,1.0,62.57,0.41777,1.0,1,True
Stoloniferol B,O=C1C2=C(O)C=C(O)C(=C2C(C)C(C)C1)C,220.267,2.8664,3.0,2.0,165.75,0.23674,0.0,1,True
Oxedrine,OC1=CC=C(C=C1)C(O)CNC,167.207,0.0303,3.0,3.0,135.94,0.27703,3.0,1,True
Kopsinginol,OC1CC23NC=4C=CC=CC4C53CCN6CC=CC1(CC2)C65,294.397,1.5036,3.0,2.0,199.16,0.14114,0.0,1,True
"1,6-dimethyl-4-(propan-2-yl)-decahydronaphthalene-1,4a,6-triol",OC1(C)CCC2C(O)(C)CCC(C(C)C)C2(O)C1,256.384,1.9918,3.0,3.0,192.12,0.20456,1.0,1,True
"7-hydroxy-3-(thiophen-2-yl)-1,3-dihydro-2-benzofuran-1-one",O=C1OC(C=2SC=CC2)C=3C=CC=C(O)C13,232.259,2.3629,3.0,1.0,162.06,0.34864,1.0,1,True
"6-hydroxy-2,3-dihydro-1H-indol-2-one",O=C1NC2=CC(O)=CC=C2C1,149.149,0.4232,3.0,2.0,109.08,0.3447,0.0,1,True
1-(hydroxyimino)-4-methylpentan-2-ol,ON=CC(O)CC(C)C,131.174,1.0193,3.0,2.0,114.24,0.33009,3.0,1,True
3-Hydroxymethyl-4-Methyl-Furan-2(5H)-One,O=C1OCC(=C1CO)C,128.127,-0.3419,3.0,1.0,96.8,0.37335,1.0,1,True
3-methyl-3-sulfanylbutan-1-ol,OCCC(S)(C)C,120.215,1.2298,1.0,1.0,98.16,0.36379,2.0,1,True
4-(methylamino)butanoic acid,O=C(O)CCCNC,117.147,-1.7544,3.0,2.0,102.6,0.36647,4.0,1,True
Isoguvacine,O=C(O)C1=CCNCC1,127.142,-2.4304,3.0,2.0,101.55,0.37026,1.0,1,True
benzenesulfinic acid,O=S(O)C=1C=CC=CC1,142.178,-0.3822,2.0,1.0,102.33,0.35004,1.0,1,True
"1-ethenyl-9H-pyrido[3,4-b]indol-8-ol",OC1=CC=CC=2C=3C=CN=C(C=C)C3NC12,210.235,2.4262,3.0,2.0,161.68,0.2354,1.0,1,True
4-Hydroxy-2H-Pyran-3-Carboxaldehyde,O=CC1=C(O)C=COC1,126.111,-0.8535,3.0,1.0,99.07,0.36479,1.0,1,True
"9-methoxy-5,11-dimethyl-1H,2H,6H-pyrido[4,3-b]carbazole",O(C=1C=CC=2NC=3C(C2C1)=C(C4=C(C=CNC4)C3C)C)C,278.354,2.9436,3.0,2.0,217.03,0.16334,1.0,1,True
Tulipalin B,O=C1OCC(O)C1=C,114.1,-0.6292,3.0,1.0,83.11,0.43485,0.0,1,True
2-amino-5-methylhex-4-enoic acid,O=C(O)C(N)CC=C(C)C,143.185,-1.2737,3.0,2.0,121.61,0.34051,3.0,1,True
"1,4-dihydroquinolin-4-one",O=C1C=CNC=2C=CC=CC12,145.161,0.8588,2.0,1.0,115.47,0.21218,0.0,1,True
2-amino-4-(dimethyl-λ⁴-sulfanyl)butanoic acid,O=C(O)C(N)CCS(C)C,165.256,-2.5984,3.0,2.0,117.41,0.3527,4.0,1,True
Podocarpic Acid,O=C(O)C1(C)CCCC2(C3=CC(O)=CC=C3CCC12)C,274.359,2.9063,3.0,2.0,203.35,0.19297,1.0,1,True
3-hydroxybenzoic acid,O=C(O)C=1C=CC=C(O)C1,138.122,0.799,3.0,2.0,103.71,0.37836,1.0,1,True
"6-hydroxy-2H,6H,7H,7aH-cyclopenta[b]pyran-2-one",O=C1OC2C(C=C1)=CC(O)C2,152.149,-0.2674,3.0,1.0,110.57,0.32685,0.0,1,True
Leptocladol A,OC1(C2=CC(O)(CCC(C)C2(O)CC1)C(C)C)C,254.368,1.8873,3.0,3.0,190.57,0.20622,1.0,1,True
Hmet,O=C(O)C(N)CCSC,149.213,-2.3875,3.0,2.0,115.89,0.50824,4.0,1,True
3-hydroxybutanamide,O=C(N)CC(O)C,103.12,-0.8099,3.0,2.0,84.64,0.48925,2.0,1,True
4-hydroxy-3-(hydroxymethyl)but-2-enenitrile,N#CC=C(CO)CO,113.116,-0.3676,3.0,2.0,100.14,0.39704,2.0,1,True
"4-ethenylbenzene-1,2-diol",OC1=CC=C(C=C)C=C1O,136.15,1.6711,2.0,2.0,110.5,0.2371,1.0,1,True
Hana,O=C1C=C(O)C(=O)C=2C=CC=CC12,174.155,0.9396,3.0,1.0,126.32,0.31016,0.0,1,True
Atranol,O=CC1=C(O)C=C(C=C1O)C,152.149,1.2454,3.0,2.0,117.76,0.33322,1.0,1,True
Pipelol A,OCC1(O)CCC2C(C3C1CCC3(O)C)C2(C)C,254.368,1.4507,3.0,3.0,178.86,0.21972,1.0,1,True
Clausenol,OC1=CC(=CC=2C3=CC(OC)=CC=C3NC12)C,227.262,2.9441,3.0,2.0,172.9,0.21452,1.0,1,True
4-bromo-N-hydroxybenzamide,O=C(NO)C1=CC=C(Br)C=C1,216.034,1.3555,3.0,2.0,127.45,0.29502,1.0,1,True
2-amino-2-phenylacetamide,O=C(N)C(N)C=1C=CC=CC1,150.18,-0.7229,3.0,2.0,120.55,0.36151,2.0,1,True
Hpro,O=C(O)C1NCCC1,115.131,-2.6125,3.0,2.0,89.34,0.42086,1.0,1,True
"4,10,11,11-tetramethyltricyclo[5.3.1.0¹,⁵]undec-4-ene-3,6,9-triol",OC1C(=C2C(O)C3CC(O)C(C)C2(C1)C3(C)C)C,252.353,1.5965,3.0,3.0,174.85,0.22476,0.0,1,True
6-propyl-2-sulfanylpyrimidin-4-ol,O=C1C=C(NC(=S)N1)CCC,170.235,0.8972,3.0,2.0,137.87,0.46392,2.0,1,True
but-2-enethioamide,S=C(N)C=CC,101.173,0.4327,1.0,1.0,93.49,0.46283,1.0,1,True
"8-ethyl-6-oxa-3,12-diazapentacyclo[9.7.0.0²,⁸.0⁵,⁷.0¹³,¹⁸]octadeca-1(11),13,15,17-tetraene",O1C2CNC3C=4C=5C=CC=CC5NC4CCC3(CC)C12,268.359,2.3493,3.0,2.0,201.25,0.21416,1.0,1,True
3-(pyrrolidin-2-yl)prop-2-enamide,N=C(O)C=CC1NCCC1,140.185,-0.2915,3.0,3.0,118.4,0.33919,2.0,1,True
9-Hydroxybisabolol Oxide,OC1CCC(OC1(C)C)(C)C2C=CC(O)(C)CC2,254.368,1.7959,3.0,2.0,196.01,0.18468,1.0,1,True
3-(methylsulfanyl)propanamide,O=C(N)CCSC,119.187,-0.0933,2.0,1.0,97.04,0.47197,3.0,1,True
Armentomycin,O=C(O)C(N)CC(Cl)Cl,172.011,-1.9052,3.0,2.0,115.72,0.35785,3.0,1,True
"2-methanesulfinyl-4H,9H-[1,3]thiazino[6,5-b]indole",O=S(C1=NCC2=C(S1)NC=3C=CC=CC32)C,250.345,0.2476,3.0,1.0,173.13,0.37954,1.0,1,True
Mucrolidin,OC1CCC(O)(C)C2C(O)C(CCC12C)C(C)C,256.384,1.9966,3.0,3.0,192.95,0.20368,1.0,1,True
15-Hydroxyculmorone,O=C1CC2(C)C(O)C3C1C2(C)CCCC3(C)CO,252.353,1.6614,3.0,2.0,177.76,0.22075,1.0,1,True
"3,3,8,8,11a-pentamethyl-1H,3H,5H,7H,7aH,8H,9H,10H,11H,11aH,11bH-naphtho[1,2-e][1,3]dioxepin-9-ol",OC1CCC2(C)C3C(=CCC2C1(C)C)COC(OC3)(C)C,294.433,2.9911,3.0,1.0,222.89,0.1485,0.0,1,True
Lobscurinol,O=C1C=C(C)CC2CC(O)C3=CCCN(C)CCCC132,275.39,2.2918,3.0,1.0,213.07,0.13934,0.0,1,True
"4-(hydroxyimino)-3-methylcyclohexa-2,5-dien-1-one",O=C1C=CC(=NO)C(=C1)C,137.138,1.146,3.0,1.0,110.54,0.3406,0.0,1,True
2-aminohex-5-ynoic acid,O=C(O)C(N)CCC#C,127.142,-2.4614,3.0,2.0,109.95,0.37663,3.0,1,True
"1,3-dithiane",S1CSCCC1,120.24,1.011,0.0,0.0,90.02,0.38858,0.0,1,True
4-(hydroxyimino)pentan-2-one,O=C(C)CC(=NO)C,115.131,0.8558,3.0,1.0,98.85,0.38088,2.0,1,True
2-ethoxy-5-(hydroxymethyl)phenol,OC1=CC(=CC=C1OCC)CO,168.191,1.0529,3.0,2.0,135.74,0.26669,3.0,1,True
"naphthalene-1,2,3-triol",OC1=CC=2C=CC=CC2C(O)=C1O,176.171,1.8169,3.0,3.0,126.91,0.30967,0.0,1,True
Ganosinensine,O=C1C=C(CO)C2CC1C3(C)CC(O)CC23C,236.31,1.2254,3.0,2.0,166.04,0.23633,1.0,1,True
2-amino-2-(cyclopent-3-en-1-yl)acetic acid,O=C(O)C(N)C1CC=CC1,141.169,-2.2644,3.0,2.0,111.64,0.37092,2.0,1,True
Ganomastenol A,OC1C(=CC2C(C(=C)C(O)C(O)C2C(C)C)C1)C,252.353,1.775,3.0,3.0,191.05,0.20571,1.0,1,True
"4,8a-dimethyl-6-(prop-1-en-2-yl)-decahydronaphthalene-1,4,6-triol",OC1CCC(O)(C)C2CC(O)(C(=C)C)CCC12C,254.368,2.2279,3.0,3.0,190.11,0.20672,1.0,1,True
Hydroxymethylfurfural,O=CC=1OC(=CC1)CO,126.111,0.2383,3.0,1.0,102.6,0.3923,2.0,1,True
"4-(hydroxyimino)-2,3-dimethylcyclohexa-2,5-dien-1-one",O=C1C=CC(=NO)C(=C1C)C,151.164,1.5862,3.0,1.0,121.01,0.31113,0.0,1,True
Chenopotriol,OC1C(=C)C2C(O)C(CCC2(C)CC1)C(O)(C)C,254.368,1.9343,3.0,3.0,190.94,0.20582,1.0,1,True
Sesamol,OC1=CC=C2OCOC2=C1,138.122,1.4253,3.0,1.0,99.87,0.33143,0.0,1,True
2-(aminomethyl)prop-2-enoic acid,O=C(O)C(=C)CN,101.105,-2.4751,3.0,2.0,82.63,0.50115,2.0,1,True
Homothallin Ii,N#CC1=CC(=O)C(O)(C=C)C1,149.149,0.1268,3.0,1.0,119.23,0.33297,1.0,1,True
2-(methylamino)pentanoic acid,O=C(O)C(NC)CCC,131.174,-1.3951,3.0,2.0,113.6,0.33099,4.0,1,True
Dehydroalanine,O=C(O)C(=C)N,87.0777,-2.3215,3.0,2.0,68.87,0.60128,1.0,1,True
3-methanesulfinylpropanoic acid,O=C(O)CCS(=O)C,136.171,-1.6086,3.0,1.0,100.1,0.48811,3.0,1,True
3-hydroxy-5-methylpyrrolidine-2-carbaldehyde,O=CC1NC(C)CC1O,129.158,-0.9392,3.0,2.0,100.87,0.37276,1.0,1,True
"Indole-5,6-Quinone",O=C1C=C2C=CNC2=CC1=O,147.133,-0.3246,3.0,1.0,109.38,0.34321,0.0,1,True
"2-methyl-4,5-dihydro-1,3-thiazole",N1=C(SCC1)C,101.173,0.0697,1.0,0.0,80.24,0.36142,0.0,1,True
benzamide,O=C(N)C=1C=CC=CC1,121.139,0.7469,2.0,1.0,99.53,0.28444,1.0,1,True
Dendrowardol A,OCC1(O)CCC2CC(O)(C)C2C3C(C)CCC31,254.368,1.4612,3.0,3.0,182.45,0.2154,1.0,1,True
Bala,O=C(O)CCN,89.0936,-2.896,3.0,2.0,73.64,0.56233,2.0,1,True
2-(hydroxyimino)-6-methylcyclohexan-1-one,O=C1C(=NO)CCCC1C,141.169,1.5259,3.0,1.0,113.11,0.33286,0.0,1,True
"3-methoxy-2-methyl-1,4-dihydropyridin-4-one",O=C1C=CNC(=C1OC)C,139.153,0.0983,3.0,1.0,113.15,0.3049,1.0,1,True
"1-(2,5-dihydroxyphenyl)ethan-1-one",O=C(C1=CC(O)=CC=C1O)C,152.149,0.8394,3.0,2.0,115.97,0.33836,1.0,1,True
Isobutyramide,O=C(N)C(C)C,87.1215,-0.0242,2.0,1.0,76.79,0.36867,1.0,1,True
(+)-Physoperuvine,O=C1CCCC(NC)CC1,141.213,0.7872,2.0,1.0,122.77,0.19956,1.0,1,True
Gha2_5.1,OC=1C=C2N(C=3C=CC=CC3C2N=C4C=CC=CC14)C,262.311,1.8509,3.0,1.0,197.77,0.14239,0.0,1,True
5-hydroxy-3-methylpent-2-enoic acid,O=C(O)C=C(C)CCO,130.142,0.4916,3.0,2.0,108.44,0.36186,3.0,1,True
6-methylpiperidine-2-carboxylic acid,O=C(O)C1NC(C)CCC1,143.185,-1.9458,3.0,2.0,114.1,0.32954,1.0,1,True
5-amino-2-fluorobenzonitrile,N#CC1=CC(N)=CC=C1F,136.129,0.9187,2.0,1.0,109.84,0.26247,0.0,1,True
3-Hydroxycoumarin,O=C1OC=2C=CC=CC2C=C1O,162.144,0.9976,3.0,1.0,118.57,0.3048,0.0,1,True
"2-(hydroxymethyl)-6,6-dimethylbicyclo[3.1.1]heptane-2,3-diol",OCC1(O)C(O)CC2CC1C2(C)C,186.25,0.2233,3.0,3.0,129.67,0.30308,1.0,1,True
"3a,8-dihydroxy-7,9a,9b-trimethyl-1H,2H,3H,3aH,4H,5H,5aH,8H,9H,9aH,9bH-cyclopenta[a]naphthalen-3-one",O=C1CCC2(C)C1(O)CCC3C=C(C)C(O)CC32C,264.364,2.0127,3.0,2.0,189.97,0.20656,0.0,1,True
Arthrosporol,OC1CC2(O)CC3(O)CC(C)(C)CC3C2(C)C1C,254.368,1.5875,3.0,3.0,175.27,0.22423,0.0,1,True
Hydroxycarbostyril,O=C1C=C(O)C=2C=CC=CC2N1,161.16,0.5649,3.0,2.0,120.03,0.31326,0.0,1,True
"1,3-thiazolidine-4-carboxylic acid",O=C(O)C1NCSC1,133.171,-2.7319,3.0,2.0,93.07,0.59192,1.0,1,True
1-(cyanosulfanyl)but-3-en-2-ol,N#CSCC(O)C=C,129.183,0.5589,2.0,1.0,109.85,0.40191,3.0,1,True
2-chloroprop-2-enamide,O=C(N)C(Cl)=C,105.524,0.0336,2.0,1.0,77.94,0.36323,1.0,1,True
Montiporic Acid A,O=C(O)COCC,104.105,-0.3916,3.0,1.0,87.38,0.4136,3.0,1,True
5-methylfuran-3-thiol,SC1=COC(=C1)C,114.168,1.1332,1.0,0.0,91.07,0.40321,0.0,1,True
2-(2-hydroxyphenyl)acetonitrile,N#CCC=1C=CC=CC1O,133.15,1.319,2.0,1.0,115.08,0.23166,1.0,1,True
(pyrazin-2-yl)methanethiol,SCC1=NC=CN=C1,126.183,-0.0506,2.0,0.0,100.4,0.44373,1.0,1,True
"[1S-(Endo,Endo)]-1-(Hydroxymethyl)-7,7-Dimethyl-Bicyclo[2.2.1]Heptane-2,3-Diol",OCC12CCC(C(O)C1O)C2(C)C,186.25,0.2568,3.0,3.0,129.67,0.30308,1.0,1,True
Hydroxybenzoquinone,O=C1C=CC(=O)C(O)=C1,124.095,-0.4154,3.0,1.0,93.06,0.42102,0.0,1,True
Alpha-Hydroxyisobutyric Acid,O=C(O)C(O)(C)C,104.105,-0.4859,3.0,2.0,78.88,0.49746,1.0,1,True
"7-(2-hydroxypropan-2-yl)-4a-methyl-1-methylidene-decahydronaphthalene-2,3-diol",OC1C(=C)C2CC(CCC2(C)CC1O)C(O)(C)C,254.368,1.9343,3.0,3.0,190.94,0.20582,1.0,1,True
Saligel,O=C(O)C=1C=CC=CC1O,138.122,0.799,3.0,2.0,103.71,0.37836,1.0,1,True
Resacetophenone,O=C(C1=CC=C(O)C=C1O)C,152.149,0.8394,3.0,2.0,115.97,0.33836,1.0,1,True
3-(1H-pyrrol-3-yl)prop-2-enamide,N=C(O)C=CC=1C=CNC1,136.154,-0.2026,3.0,3.0,115.99,0.36805,2.0,1,True
"4,7-dimethyl-1a-(propan-2-yl)-decahydroazuleno[4,5-b]oxirene-4,7-diol",OC1(C)CCC2(OC2C3C1CCC3(O)C)C(C)C,254.368,1.6941,3.0,2.0,188.66,0.23243,1.0,1,True
"6-methyl-2H,3H-thieno[2,3-c]furan",O1C=C2C(SCC2)=C1C,140.206,1.0397,1.0,0.0,106.72,0.2961,0.0,1,True
Siphonodin,O=C1OCC(=C1)CO,114.1,-0.7821,3.0,1.0,86.33,0.41863,1.0,1,True
(naphthalen-1-yl)thiourea,S=C(N)NC1=CC=CC=2C=CC=CC21,202.28,2.3319,2.0,2.0,160.55,0.34089,1.0,1,True
"hexane-1,6-diamine",NCCCCCCN,116.207,0.1458,2.0,2.0,113.1,0.27003,5.0,1,True
N-(2-hydroxyphenyl)formamide,OC=NC=1C=CC=CC1O,137.138,0.4249,3.0,2.0,110.72,0.34059,1.0,1,True
"2-(hexa-2,4-diyn-1-ylidene)-1,6-dioxaspiro[4.5]dec-3-en-8-ol",OC1COC2(OC(=CC#CC#CC)C=C2)CC1,230.262,2.0275,3.0,1.0,200.11,0.16541,0.0,1,True
"3-hydroxy-2,5-dimethylcyclohexa-2,5-diene-1,4-dione",O=C1C=C(C(=O)C(O)=C1C)C,152.149,0.465,3.0,1.0,114.0,0.34368,0.0,1,True
3-amino-2-fluoroprop-2-enamide,O=C(N)C(F)=CN,104.084,-1.279,3.0,2.0,79.35,0.54921,1.0,1,True
2-amino-3-(propylsulfanyl)propanoic acid,O=C(O)C(N)CSCCC,163.24,-1.8905,3.0,2.0,129.65,0.4543,5.0,1,True
2-hydroxy-3-methylpent-3-enoic acid,O=C(O)C(O)C(=CC)C,130.142,0.3965,3.0,2.0,105.68,0.37131,2.0,1,True
"6-hydroxy-8,11,11-trimethylbicyclo[7.2.0]undec-4-ene-4-carboxylic acid",O=C(O)C1=CC(O)CC(C)C2CC(C)(C)C2CC1,252.353,2.9854,3.0,2.0,193.89,0.20238,1.0,1,True
Sch 601253,O=C1C(O)C=C(C)CCC2C(CC2(C)C)C1CO,252.353,2.282,3.0,2.0,193.89,0.20238,1.0,1,True
"4a,5-dimethyl-3-(prop-1-en-2-yl)-decahydronaphthalene-1,2,6-triol",OC1CCC2C(O)C(O)C(C(=C)C)CC2(C)C1C,254.368,2.1705,3.0,3.0,191.77,0.20493,1.0,1,True
"D,L-2-Amino-3(Cis),5-Hexadienoic Acid",O=C(O)C(N)C=CC=C,127.142,-2.0656,3.0,2.0,109.66,0.37762,3.0,1,True
4-hydroxy-6-methyloxan-2-one,O=C1OC(C)CC(O)C1,130.142,-0.2056,3.0,1.0,98.88,0.36549,0.0,1,True
"benzene-1,2-diamine",NC=1C=CC=CC1N,108.144,0.305,2.0,2.0,90.3,0.33821,0.0,1,True
2-(4-hydroxyphenyl)acetonitrile,N#CCC1=CC=C(O)C=C1,133.15,1.319,2.0,1.0,115.08,0.23166,1.0,1,True
"3,3,6-trimethyl-11-methylidenetricyclo[6.3.0.0²,⁶]undecane-1,4,10-triol",OC1C(=C)C2(O)C(C1)CC3(C)CC(O)C(C)(C)C23,252.353,1.5326,3.0,3.0,174.09,0.22575,0.0,1,True
"7-hydroxy-4a,8a-dimethyl-3,5-dimethylidene-dodecahydronaphtho[2,3-b]furan-2-one",O=C1OC2CC3(C)CC(O)CC(=C)C3(C)CC2C1=C,262.348,2.1911,3.0,1.0,190.48,0.18973,0.0,1,True
"3-(1-methylpyrrolidin-2-yl)-1,2-dithiolan-4-ol",OC1CSSC1C2N(C)CCC2,205.345,1.2389,2.0,1.0,142.93,0.36123,1.0,1,True
"1,3-di-tert-butylthiourea",S=C(NC(C)(C)C)NC(C)(C)C,188.338,2.0727,2.0,2.0,163.51,0.31142,2.0,1,True
N-phenylethanethioamide,S=C(NC=1C=CC=CC1)C,151.232,1.8363,1.0,1.0,129.69,0.30426,1.0,1,True
"4-phenyl-1,2-oxazol-5-amine",N=1OC(N)=C(C1)C=2C=CC=CC2,160.176,1.4032,3.0,1.0,129.99,0.31041,1.0,1,True
6-Methylnicotinamide,O=C(N)C1=CC=CN=C1CC,150.18,0.5595,3.0,1.0,124.31,0.31598,2.0,1,True
"5-methyl-4,7-dihydro-1H-indole-4,7-dione",O=C1C=C(C(=O)C=2C=CNC12)C,161.16,0.6561,3.0,1.0,121.8,0.32898,0.0,1,True
"2-(1,3-thiazol-2-yl)phenol",OC=1C=CC=CC1C2=NC=CS2,177.227,1.969,2.0,1.0,134.07,0.33139,1.0,1,True
4-methylfuran-2-carboxylic acid,O=C(O)C=1OC=C(C1)C,126.111,0.6773,3.0,1.0,99.31,0.4053,1.0,1,True
3-(2-hydroxyphenyl)propanimidic acid,N=C(O)CCC=1C=CC=CC1O,165.191,0.8525,3.0,3.0,133.79,0.31243,3.0,1,True
"5-acetyl-1,2,3,4-tetrahydropyridin-2-one",O=C(C1=CNC(=O)CC1)C,139.153,-0.2476,3.0,1.0,111.45,0.33683,1.0,1,True
Paniculatine,O=C1CC2CC(C)CC(O)C32CC4CN(C)CCC4C13,277.406,1.8726,3.0,1.0,200.15,0.14834,0.0,1,True
Cordiaquinol J,OC1=CC=C(O)C2=C1CC3C(O)(C)CCCC3(C)C2,262.348,2.8318,3.0,3.0,191.95,0.20474,0.0,1,True
"3-hydroxy-3,4-dimethylpentanoic acid",O=C(O)CC(O)(C)C(C)C,146.185,0.6412,3.0,2.0,117.4,0.33424,3.0,1,True
"4-methyl-1-(propan-2-yl)bicyclo[3.1.0]hexane-2,3,4-triol",OC1C(O)C2(CC2C1(O)C)C(C)C,186.25,0.3593,3.0,3.0,126.91,0.30967,1.0,1,True
"2Α,11-Dihydroxy-6-Oxodrim-7-Ene",O=C1C=C(C)C(CO)C2(C)CC(O)CC(C)(C)C12,252.353,1.8606,3.0,2.0,190.3,0.2062,1.0,1,True
